@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,ASYS,B,BI,HGEA,N,NOD,PM,SBR,SVTA,VER,VF,VFL,VT}

@DATA
140,50,100,90,90,VT
140,50,140,40,130,VT
80,50,100,50,60,VT
100,90,100,70,100,VT
40,100,170,100,50,VT
40,90,140,40,130,VT
40,100,100,90,90,VT
90,90,40,110,90,VT
40,140,130,100,90,VT
60,140,130,60,170,VT
100,50,90,50,120,VT
130,190,90,30,180,VT
100,140,140,320,160,VT
130,170,230,50,140,VT
140,160,120,90,140,VT
80,180,60,140,70,VT
120,170,160,140,70,VT
60,140,90,110,170,VT
180,50,40,130,40,VT
90,80,50,110,100,VT
140,40,100,40,50,VF
140,50,130,90,140,VF
50,50,100,60,100,VF
90,90,90,80,50,VF
90,90,50,90,80,VF
40,140,60,50,140,VF
50,180,50,90,40,VF
190,50,160,100,150,VF
40,140,70,90,130,VF
130,120,50,130,100,VF
80,190,50,50,130,VF
100,80,50,90,90,VF
140,80,140,80,110,VF
50,130,150,90,130,VF
90,50,90,50,90,VF
100,100,50,90,150,VF
40,140,50,50,90,VF
100,90,190,90,60,VF
40,140,150,90,100,VF
150,40,90,90,50,VF
50,90,100,50,130,VF
80,100,120,50,110,VF
220,120,50,80,80,VF
240,120,50,160,40,VF
170,40,200,170,100,VF
170,140,290,90,120,VF
170,40,100,80,170,VF
90,80,210,140,160,VF
130,90,60,110,90,VF
190,50,180,70,100,VF
80,90,160,50,130,VF
80,100,90,110,170,VF
170,70,130,90,80,VF
90,170,50,50,140,VF
200,40,50,90,40,VF
160,130,50,160,110,VF
50,120,40,170,50,VF
130,130,50,50,130,VF
100,130,160,120,90,VF
100,130,80,140,130,VF
170,60,180,40,120,VF
100,50,110,90,110,VF
140,50,150,40,90,VF
60,50,60,60,160,VF
50,120,50,170,120,VF
130,80,40,130,130,VF
140,100,50,90,40,VF
100,90,50,100,60,VF
60,50,50,50,230,VF
30,200,40,90,40,VF
90,90,40,100,60,VF
50,50,60,40,90,VF
90,140,50,50,50,VF
50,90,40,90,100,VF
110,250,180,170,220,VF
50,140,240,50,90,VF
120,80,130,50,160,VF
110,50,120,40,170,VF
50,130,130,50,50,VF
130,100,130,160,120,VF
90,100,130,80,140,VF
130,170,60,180,40,VF
120,120,90,170,40,VF
170,50,70,130,90,VF
190,90,80,140,120,VF
120,170,70,130,40,VF
170,40,140,60,100,VF
140,150,50,40,120,VF
50,180,50,100,50,VF
50,100,130,40,140,VF
120,50,50,230,50,VF
40,90,180,130,50,VF
130,280,120,120,40,VF
250,50,130,40,90,VF
100,90,50,100,120,VF
140,50,160,130,80,VF
50,50,160,50,120,VF
100,40,250,90,50,VF
90,40,270,50,70,VF
100,90,130,40,140,VF
40,50,50,160,50,VF
120,130,80,50,50,VF
110,120,50,120,170,VF
40,120,130,80,40,VF
200,130,80,120,40,VF
210,50,170,80,190,VF
170,50,50,100,90,VF
90,130,150,120,110,VF
210,60,110,50,120,VF
110,160,80,70,40,VF
90,130,50,130,80,VF
100,40,120,90,50,VF
90,40,130,130,60,VF
240,210,140,40,170,VF
90,60,130,40,260,VF
90,140,80,40,50,VF
140,40,190,80,120,VF
200,200,40,80,40,VF
90,50,120,120,120,VF
210,120,50,50,130,VF
40,130,130,120,160,VF
160,240,120,120,90,VF
90,40,80,90,80,VF
50,120,130,90,40,VF
120,200,40,140,120,VF
50,130,200,130,120,VF
50,200,80,120,190,VF
130,130,90,130,40,VF
160,160,80,90,90,VF
130,120,100,40,80,VF
130,40,80,120,180,VF
130,160,120,70,110,VF
160,150,120,50,110,VF
120,40,120,80,90,VF
270,70,130,170,90,VF
40,150,90,130,40,VF
80,90,130,80,120,VF
120,110,120,130,120,VF
130,190,90,90,50,VF
160,50,240,40,170,VF
110,80,120,230,310,VF
110,130,120,130,130,VF
80,120,160,90,140,VF
120,80,80,130,120,VF
120,80,110,80,160,VF
130,120,50,120,40,VF
50,180,120,100,80,VF
70,80,130,40,200,VF
70,190,90,130,80,VF
80,120,170,70,50,VF
80,160,90,70,130,VF
110,120,80,40,90,VF
130,90,130,120,80,VF
70,80,40,80,280,VF
40,110,90,80,50,VF
130,140,170,150,200,VF
70,50,180,40,60,VF
150,70,120,80,120,VF
80,140,110,110,40,VF
100,270,120,120,370,VF
40,120,120,90,40,VF
110,240,120,150,120,VF
70,110,140,50,190,VF
200,70,80,170,40,VF
190,160,110,70,80,VF
170,40,40,170,60,VF
130,80,40,130,180,VF
50,160,130,180,60,VF
130,120,110,70,80,VF
80,160,90,120,120,VF
40,130,140,80,120,VF
130,60,140,60,60,VF
100,40,80,80,160,VF
40,110,130,50,200,VF
70,130,130,110,80,VF
160,50,180,40,270,VF
110,120,80,70,90,VF
60,80,150,70,90,VF
40,110,110,70,80,VF
110,110,100,120,40,VF
40,160,110,80,80,VF
50,40,260,40,70,VF
80,120,90,40,120,VF
110,50,40,90,70,VF
120,90,50,70,140,VF
120,40,90,80,150,VF
70,120,160,80,70,VF
110,120,120,80,70,VF
70,150,130,50,70,VF
80,120,110,120,120,VF
100,40,140,80,80,VF
80,110,90,80,90,VF
50,70,80,100,80,VF
90,70,100,50,120,VF
80,120,130,40,120,VF
60,80,140,60,80,VF
40,130,70,50,80,VF
100,120,40,40,90,VF
130,80,130,80,160,VF
120,110,160,70,90,VF
90,140,90,180,110,VF
40,120,120,120,50,VF
80,40,110,80,40,VF
130,120,100,50,140,VF
130,70,90,90,120,VF
40,80,300,90,100,VF
120,90,40,140,40,VF
160,70,40,140,90,VF
260,40,110,140,80,VF
140,120,80,170,190,VF
150,80,80,160,200,VF
40,170,70,80,40,VF
90,120,70,80,80,VF
80,80,120,130,130,VF
40,110,40,70,70,VF
130,50,30,190,40,VF
50,120,130,170,90,VF
140,80,110,40,110,VF
80,160,120,120,120,VF
230,250,90,180,70,VF
170,40,120,140,130,VF
40,180,40,50,130,VF
90,70,110,140,40,VF
80,200,100,80,90,VF
80,70,140,110,80,VF
70,120,140,80,80,VF
80,130,120,130,80,VF
130,40,150,150,70,VF
90,120,90,40,50,VF
190,120,40,90,80,VF
80,90,270,50,40,VF
240,160,40,130,90,VF
120,40,40,90,40,VF
120,80,40,140,80,VF
50,80,110,120,80,VF
80,40,150,120,40,VF
110,90,140,80,120,VF
90,80,70,90,50,VF
80,100,80,90,70,VF
60,370,30,110,90,VF
80,80,110,240,150,VF
40,120,110,140,80,VF
120,120,230,50,120,VF
80,120,40,200,70,VF
120,40,130,70,130,VF
50,120,90,70,110,VF
90,50,100,90,50,VF
90,100,90,70,40,VF
110,80,90,40,160,VF
120,40,80,130,110,VF
40,80,140,100,110,VF
80,30,150,80,150,VF
80,60,180,90,130,VF
160,50,190,40,50,VF
70,80,130,40,40,VF
120,110,130,160,80,VF
70,130,190,80,140,VF
100,50,130,140,80,VF
170,80,50,120,40,VF
90,40,150,180,120,VF
40,120,100,60,170,VF
1570,690,70,40,240,VF
60,200,80,180,270,VF
1740,1460,90,970,160,VF
40,180,230,220,60,VF
100,90,140,200,280,VF
120,190,50,50,330,VF
300,240,340,50,60,VF
140,120,70,40,140,VF
80,130,110,160,130,VF
130,80,430,100,140,VF
440,100,100,170,50,VF
204,205,209,201,205,N
208,203,202,202,206,N
209,205,207,212,204,N
205,205,209,208,203,N
209,209,205,207,205,N
210,206,201,208,206,N
201,203,203,203,195,N
194,200,200,195,198,N
198,199,191,193,200,N
200,195,193,192,195,N
197,196,202,198,193,N
195,198,202,200,198,N
203,204,199,200,201,N
206,203,201,204,205,N
201,202,203,206,202,N
204,207,203,201,204,N
203,208,201,202,205,N
204,202,205,202,203,N
200,203,203,198,193,N
196,198,203,201,196,N
200,196,193,199,197,N
197,193,190,196,197,N
198,196,192,194,194,N
196,195,198,200,199,N
198,198,201,197,196,N
203,200,200,201,203,N
205,201,204,206,201,N
201,204,206,205,201,N
204,206,201,202,200,N
205,203,198,203,203,N
200,201,197,199,193,N
196,201,203,200,196,N
197,199,197,198,200,N
200,195,191,196,201,N
202,197,195,202,196,N
194,199,203,204,200,N
204,207,202,199,204,N
203,204,203,203,203,N
200,199,203,204,203,N
202,207,205,203,199,N
204,208,202,198,203,N
205,200,197,196,199,N
198,193,200,203,194,N
195,193,194,198,195,N
197,199,194,195,193,N
194,192,1561,199,195,N
201,197,190,199,197,N
195,200,191,195,190,N
195,194,197,203,201,N
197,204,201,201,204,N
202,202,201,195,200,N
203,200,198,198,201,N
200,196,204,204,197,N
196,193,196,196,195,N
199,197,193,192,192,N
201,199,196,193,199,N
196,193,195,202,202,N
195,194,203,197,194,N
199,201,203,196,199,N
208,196,194,198,199,N
200,197,198,204,202,N
196,203,205,201,198,N
199,205,202,197,202,N
200,202,196,200,205,N
201,200,202,198,201,N
197,199,206,196,195,N
200,202,200,194,196,N
202,197,195,199,200,N
200,197,197,201,198,N
195,197,200,200,199,N
198,205,199,197,203,N
203,205,199,199,205,N
202,199,198,196,200,N
198,198,203,200,200,N
198,195,200,195,195,N
199,198,200,198,197,N
199,200,197,204,202,N
199,198,200,207,200,N
197,203,200,198,203,N
201,208,202,198,208,N
203,199,203,201,205,N
203,200,209,204,202,N
206,207,208,198,203,N
207,204,197,197,201,N
202,192,198,207,201,N
193,197,198,202,198,N
199,201,195,191,199,N
203,200,194,195,202,N
199,199,198,197,201,N
194,199,208,197,195,N
199,201,203,198,202,N
207,202,197,204,205,N
204,199,201,202,200,N
197,200,201,196,198,N
200,202,199,197,198,N
204,201,200,199,200,N
197,195,202,200,200,N
200,200,200,200,200,N
200,190,200,190,200,N
210,190,200,190,200,N
200,200,200,200,200,N
200,200,190,200,200,N
200,210,200,200,200,N
200,210,200,200,210,N
210,200,210,200,200,N
210,200,210,200,200,N
200,200,210,200,190,N
210,190,200,200,190,N
200,190,200,200,200,N
190,190,200,780,770,N
200,200,190,200,210,N
190,200,200,200,200,N
200,200,200,190,190,N
200,210,200,190,210,N
200,200,210,200,210,N
200,200,200,210,200,N
200,210,200,210,200,N
210,200,190,200,200,N
200,200,200,200,190,N
200,200,200,200,190,N
200,200,200,190,200,N
200,200,190,200,200,N
190,200,200,190,200,N
200,190,200,190,200,N
200,190,200,200,190,N
200,200,200,200,200,N
200,200,200,200,200,N
190,210,190,200,190,N
200,190,200,200,190,N
200,200,200,190,200,N
200,190,200,190,200,N
190,200,190,200,200,N
190,200,190,200,200,N
190,200,200,200,190,N
200,200,200,190,210,N
200,190,200,200,210,N
190,200,200,200,200,N
200,210,200,200,210,N
200,200,210,200,200,N
200,200,200,200,210,N
190,200,210,190,210,N
190,210,200,190,200,N
200,210,190,200,210,N
200,190,210,200,200,N
200,210,200,200,200,N
210,200,200,200,210,N
210,200,200,200,210,N
200,200,210,200,200,N
210,200,210,190,210,N
200,210,200,210,200,N
210,200,200,210,210,N
200,200,200,210,200,N
200,210,210,200,200,N
210,210,200,210,200,N
200,200,210,200,200,N
200,210,190,200,200,N
200,200,200,200,200,N
200,190,200,190,200,N
200,200,200,200,190,N
200,200,200,200,190,N
200,200,200,200,200,N
210,200,210,200,210,N
200,210,200,210,210,N
200,210,200,210,210,N
200,210,200,210,210,N
210,200,200,210,210,N
200,200,210,200,190,N
200,200,210,200,200,N
200,200,200,200,200,N
200,190,200,200,200,N
190,200,200,200,200,N
200,200,200,200,200,N
200,200,200,200,210,N
210,200,200,210,200,N
210,200,210,200,210,N
200,210,200,200,210,N
210,200,210,200,210,N
210,200,210,210,190,N
200,210,200,200,190,N
210,200,190,200,200,N
200,200,190,200,200,N
190,200,190,200,190,N
190,200,200,200,190,N
200,190,200,200,200,N
200,200,200,200,200,N
200,200,210,200,200,N
210,200,210,200,200,N
210,200,200,210,200,N
210,210,200,210,210,N
210,200,210,200,200,N
210,200,200,190,200,N
200,200,200,200,200,N
200,190,200,200,200,N
200,190,200,200,200,N
190,200,200,200,200,N
200,200,200,200,210,N
200,200,200,210,200,N
200,200,210,210,210,N
210,210,200,210,200,N
210,200,200,210,210,N
200,210,200,210,200,N
200,200,200,190,200,N
200,200,200,200,200,N
200,190,200,200,210,N
190,200,200,200,190,N
200,200,210,200,190,N
210,200,200,200,210,N
200,200,210,210,200,N
200,210,210,200,200,N
210,210,210,200,210,N
210,210,200,210,200,N
210,200,210,210,200,N
210,210,200,200,210,N
200,200,200,200,200,N
200,200,200,190,200,N
200,200,200,200,200,N
190,200,200,190,200,N
210,200,200,200,200,N
110,50,60,120,60,VT
110,60,50,110,50,VT
50,100,130,110,140,VT
140,50,50,170,120,VT
160,130,130,70,150,VT
60,170,90,100,120,VT
120,270,60,180,60,VT
50,90,150,190,180,VT
110,100,100,60,210,VT
240,160,160,90,180,VT
50,50,90,40,130,VT
50,140,160,50,100,VT
90,50,280,100,60,VT
100,240,40,100,160,VT
150,90,80,50,120,VT
90,40,190,130,80,VT
40,160,40,190,40,VT
110,100,70,130,50,VT
120,40,160,80,50,VT
40,90,70,50,100,VT
110,130,50,80,60,VT
90,100,50,100,140,VT
70,50,160,110,80,VT
100,50,60,180,130,VT
90,110,60,80,70,VT
50,190,120,120,150,VT
50,50,110,130,150,VT
50,170,40,40,130,VT
100,90,90,160,50,VT
130,80,120,70,100,VT
120,50,160,40,90,VT
210,40,120,50,130,VT
40,120,50,50,60,VT
90,50,40,130,80,VT
40,160,100,90,40,VT
80,80,50,80,40,VT
130,90,40,90,80,VT
210,80,90,40,130,VT
240,90,50,90,80,VT
160,150,90,80,210,VT
160,170,90,40,140,VT
40,60,110,90,80,VT
200,200,80,90,190,VT
40,140,110,50,90,VT
200,50,170,90,130,VT
50,90,110,100,130,VT
40,170,50,180,170,VT
120,90,40,90,130,VT
130,120,150,150,100,VT
80,40,130,50,130,VT
120,50,50,120,130,VT
150,90,150,90,60,VT
120,120,170,90,80,VT
150,70,80,50,170,VT
50,50,70,90,40,VT
90,50,80,40,90,VT
130,40,50,80,80,VT
170,80,50,70,50,VT
50,90,100,50,50,VT
80,50,40,130,50,VT
110,50,50,50,80,VT
80,250,170,50,80,VT
50,120,90,90,40,VT
40,150,50,130,70,VT
100,100,50,40,50,VT
130,90,140,100,80,VT
70,130,90,40,80,VT
90,90,160,100,160,VT
90,50,190,150,80,VT
100,90,150,90,100,VT
120,60,150,130,50,VT
90,70,100,70,90,VT
90,90,110,100,50,VT
120,80,90,130,80,VT
50,140,50,110,80,VT
40,110,90,120,90,VT
50,90,100,120,130,VT
140,100,130,160,130,VT
40,90,180,130,330,VT
200,50,150,130,50,VT
80,50,120,100,40,VT
40,200,90,80,90,VT
80,80,70,100,80,VT
40,170,40,50,140,VT
110,80,90,80,40,VT
120,40,150,120,90,VT
100,50,160,130,120,VT
130,100,40,180,70,VT
70,90,50,90,80,VT
130,70,130,140,80,VT
40,50,90,130,40,VT
50,80,110,60,110,VT
50,80,30,80,100,VT
100,80,90,50,140,VT
40,100,40,40,110,VT
110,40,130,40,130,VT
50,80,40,180,40,VT
50,140,90,40,90,VT
160,40,60,240,50,VT
90,40,130,80,110,VT
50,150,40,100,150,VT
70,40,150,220,50,VT
80,120,90,160,80,VT
130,90,40,120,50,VT
280,40,80,110,50,VT
100,130,80,80,80,VT
130,40,80,90,130,VT
170,50,140,40,100,VT
40,110,100,110,40,VT
90,150,40,110,80,VT
310,140,40,40,120,VT
130,40,130,100,40,VT
80,130,50,80,130,VT
90,40,80,50,240,VT
50,80,100,50,90,VT
60,100,90,90,40,VT
170,40,50,130,50,VT
90,140,50,90,70,VT
100,190,50,90,80,VT
100,60,140,50,130,VT
70,140,80,140,140,VT
90,40,140,100,80,VT
50,150,90,80,90,VT
130,50,90,50,180,VT
90,100,120,60,140,VT
120,70,90,130,120,VT
80,50,170,80,150,VT
140,100,90,130,100,VT
90,140,120,100,40,VT
40,160,90,70,110,VT
180,40,110,310,40,VT
80,110,50,110,140,VT
140,40,200,50,90,VT
40,230,50,130,100,VT
40,140,100,40,100,VT
40,130,100,130,100,VT
90,70,100,40,140,VT
140,50,130,100,90,VT
90,90,50,90,40,VT
140,90,50,90,80,VT
130,40,90,100,40,VT
150,120,100,70,170,VT
50,140,50,50,150,VT
50,50,170,80,90,VT
140,140,80,50,120,VT
40,140,80,40,50,VT
100,90,70,80,50,VT
80,40,50,110,80,VT
140,110,110,80,90,VT
140,90,140,40,140,VT
130,50,140,130,80,VT
50,40,150,140,190,VT
130,50,400,140,50,VT
140,90,50,170,50,VT
50,40,220,50,40,VT
50,80,70,110,100,VT
130,100,40,90,50,VT
90,40,90,90,50,VT
90,40,110,50,90,VT
90,90,50,90,40,VT
50,90,50,280,50,VT
100,50,140,90,140,VT
100,40,100,50,130,VT
40,80,100,50,160,VT
100,100,90,40,100,VT
140,50,90,230,50,VT
90,50,40,90,40,VT
150,120,90,50,70,VT
130,80,290,100,140,VT
50,80,50,90,50,VT
40,90,50,140,130,VT
50,90,230,40,100,VT
80,150,40,50,130,VT
80,100,80,150,100,VT
40,50,210,100,110,VT
40,150,50,80,260,VT
90,40,50,130,90,VT
80,50,100,200,50,VT
100,90,110,90,150,VT
130,80,50,90,100,VT
150,100,120,110,40,VT
90,150,100,90,40,VT
140,90,40,100,180,VT
50,90,120,80,90,VT
100,40,50,90,90,VT
50,100,90,100,90,VT
130,50,130,90,50,VT
80,70,70,60,90,VT
50,110,80,50,50,VT
80,160,120,120,50,VT
150,90,100,90,140,VT
50,90,80,100,60,VT
130,40,90,50,70,VT
140,290,70,150,50,VT
50,140,50,90,50,VT
190,40,150,40,130,VT
90,140,140,100,90,VT
90,50,140,50,100,VT
110,90,100,80,50,VT
90,40,100,50,130,VT
90,110,190,40,50,VT
200,190,120,40,100,VT
90,90,90,170,50,VT
90,130,90,120,110,VT
50,320,90,110,50,VT
90,90,100,120,350,VT
50,130,80,70,130,VT
90,100,160,60,50,VT
160,110,100,130,70,VT
40,140,30,120,100,VT
210,50,50,60,140,VT
40,60,60,90,140,VT
160,80,50,50,120,VT
140,80,100,100,90,VT
50,90,150,80,180,VT
100,130,110,80,160,VT
50,140,50,30,70,VT
130,120,50,140,90,VT
80,160,150,100,60,VT
40,300,70,180,50,VT
90,50,180,90,100,VT
50,80,160,130,310,VT
50,130,110,120,190,VT
100,60,40,110,90,VT
100,50,80,100,100,VT
50,40,130,70,40,VT
100,40,100,70,90,VT
60,70,80,50,100,VT
100,90,50,50,90,VT
60,60,60,120,50,VT
230,140,110,90,90,VT
40,80,130,120,100,VT
140,40,160,80,80,VT
50,90,120,130,130,VT
290,140,40,150,90,VT
50,50,150,30,50,VT
370,340,350,250,390,N
370,370,370,380,360,N
420,360,330,340,310,N
290,270,250,250,90,N
240,90,230,210,200,N
90,110,230,190,110,N
220,190,190,180,190,N
180,180,190,180,170,N
190,170,140,190,180,N
170,170,160,160,180,N
160,160,160,160,160,N
160,160,150,150,160,N
150,140,140,150,150,N
150,90,160,100,140,N
170,150,140,140,150,N
140,150,150,140,150,N
140,160,100,180,150,N
140,140,150,150,140,N
280,150,140,150,130,N
270,150,150,80,180,N
150,150,150,150,140,N
140,140,150,140,130,N
140,140,140,140,140,N
140,130,150,250,150,N
140,200,160,150,110,N
160,150,90,90,160,N
110,160,90,70,110,N
140,150,140,140,140,N
140,130,150,140,140,N
140,140,140,140,140,N
140,140,130,140,140,N
140,140,130,150,130,N
100,90,90,80,80,AFIB
90,100,90,110,80,AFIB
130,140,110,170,150,N
130,140,140,140,140,N
150,130,140,150,140,N
140,140,140,110,180,N
140,150,140,150,140,N
140,140,150,150,140,N
140,150,150,140,140,N
150,150,140,140,150,N
150,140,140,150,140,N
150,140,150,150,140,N
80,80,100,100,100,AFIB
80,160,40,150,140,AFIB
40,50,100,160,70,AFIB
40,3410,500,1380,3540,AFIB
860,110,540,410,450,AFIB
440,70,140,60,310,AFIB
400,100,200,160,40,AFIB
130,180,120,170,40,AFIB
220,120,140,70,310,AFIB
40,70,40,260,210,AFIB
90,100,90,90,100,AFIB
70,340,80,70,40,AFIB
140,50,220,40,150,AFIB
140,80,90,110,160,AFIB
100,220,120,40,170,AFIB
50,40,240,140,50,AFIB
110,120,250,50,70,AFIB
80,80,80,200,140,AFIB
90,80,100,110,160,AFIB
50,180,140,110,190,AFIB
120,90,110,80,80,AFIB
130,90,60,90,100,AFIB
90,60,90,50,120,AFIB
100,200,130,60,80,AFIB
170,40,120,80,90,AFIB
90,260,60,120,70,AFIB
30,280,150,180,180,AFIB
60,90,90,140,80,AFIB
140,30,120,160,150,AFIB
80,30,40,460,520,AFIB
450,90,220,460,100,AFIB
110,130,30,110,310,AFIB
270,160,40,190,160,AFIB
110,80,360,230,130,AFIB
60,70,100,120,200,AFIB
180,230,50,60,110,AFIB
210,200,50,460,290,AFIB
190,60,130,470,80,AFIB
120,370,170,130,90,AFIB
180,40,160,110,90,AFIB
310,70,110,160,60,AFIB
90,180,90,150,160,AFIB
130,130,90,80,130,AFIB
120,70,90,30,290,AFIB
90,100,120,220,80,AFIB
130,180,60,80,60,AFIB
60,120,100,100,60,AFIB
50,40,80,220,90,AFIB
100,140,50,150,110,AFIB
80,80,70,90,90,AFIB
90,210,90,90,60,AFIB
120,120,130,80,80,AFIB
90,120,40,230,70,AFIB
280,40,150,90,40,AFIB
110,120,40,90,160,AFIB
330,50,40,270,110,AFIB
90,130,170,140,90,AFIB
80,180,120,90,110,AFIB
100,120,110,80,50,AFIB
140,130,200,130,80,AFIB
130,50,100,290,130,AFIB
120,40,70,70,100,AFIB
130,20,9350,1670,630,AFIB
330,430,120,300,290,AFIB
100,110,100,110,90,AFIB
100,100,110,90,150,AFIB
120,130,90,100,130,AFIB
90,110,100,110,100,AFIB
90,100,90,90,110,AFIB
80,80,80,100,90,AFIB
110,90,90,110,110,AFIB
110,90,130,130,120,AFIB
120,90,100,80,90,AFIB
90,110,90,100,120,AFIB
100,130,130,130,90,AFIB
120,90,140,120,110,AFIB
90,90,110,110,130,AFIB
80,110,100,90,90,AFIB
150,110,100,140,110,AFIB
140,100,100,80,140,AFIB
80,100,100,100,90,AFIB
100,110,90,120,120,AFIB
130,100,120,100,100,AFIB
100,90,150,130,100,AFIB
100,100,80,100,110,AFIB
100,90,80,140,110,AFIB
90,100,120,90,110,AFIB
100,100,90,140,130,AFIB
100,110,110,100,120,AFIB
90,100,100,100,90,AFIB
100,100,120,120,120,AFIB
140,100,100,100,110,AFIB
130,130,130,100,90,AFIB
150,120,100,80,120,AFIB
90,110,100,130,120,AFIB
110,100,110,110,100,AFIB
100,150,120,180,110,AFIB
100,110,90,120,120,AFIB
110,100,100,100,110,AFIB
100,120,100,90,140,AFIB
120,100,110,90,90,AFIB
90,90,160,130,110,AFIB
110,110,100,80,140,AFIB
120,90,120,130,100,AFIB
120,90,90,90,140,AFIB
100,100,110,120,140,AFIB
120,120,100,150,100,AFIB
100,110,140,90,120,AFIB
120,90,100,120,110,AFIB
90,90,140,100,100,AFIB
110,110,100,100,110,AFIB
90,90,150,100,120,AFIB
90,80,90,100,90,AFIB
100,120,170,130,110,AFIB
100,100,150,110,100,AFIB
120,160,110,100,100,AFIB
90,90,100,90,70,AFIB
140,110,110,100,90,AFIB
90,140,100,110,90,AFIB
100,110,90,140,130,AFIB
90,100,90,110,100,AFIB
100,100,110,110,90,AFIB
110,100,80,90,100,AFIB
100,110,120,140,130,AFIB
90,80,90,90,120,AFIB
120,100,120,110,100,AFIB
110,80,90,130,90,AFIB
160,90,140,140,110,AFIB
150,100,90,90,100,AFIB
120,100,110,130,100,AFIB
100,140,110,120,120,AFIB
100,100,90,100,90,AFIB
120,150,120,80,80,AFIB
130,120,140,110,100,AFIB
120,120,80,80,90,AFIB
150,120,140,90,120,AFIB
110,120,90,150,110,AFIB
100,110,90,150,120,AFIB
100,100,90,110,140,AFIB
90,90,110,130,100,AFIB
90,80,120,100,100,AFIB
100,100,90,130,100,AFIB
90,110,90,100,110,AFIB
90,140,110,110,140,AFIB
130,80,130,110,100,AFIB
110,90,110,100,100,AFIB
130,130,90,120,150,AFIB
110,90,100,100,100,AFIB
120,90,120,110,90,AFIB
120,100,100,160,120,AFIB
140,120,100,100,90,AFIB
80,140,130,110,150,AFIB
130,120,100,130,120,AFIB
90,110,120,90,160,AFIB
110,90,90,90,160,AFIB
90,80,100,130,120,AFIB
180,120,120,130,110,AFIB
100,120,110,90,100,AFIB
90,200,100,110,90,AFIB
130,120,130,110,110,AFIB
120,120,130,130,120,AFIB
110,140,140,110,80,AFIB
130,120,150,120,90,AFIB
100,110,90,100,140,AFIB
150,120,100,100,170,AFIB
100,120,100,100,90,AFIB
100,140,130,150,110,AFIB
100,130,110,90,130,AFIB
120,100,120,150,120,AFIB
100,90,130,120,100,AFIB
100,100,110,100,100,AFIB
120,130,120,120,90,AFIB
90,140,120,90,160,AFIB
120,100,140,120,100,AFIB
130,170,120,120,110,AFIB
120,90,110,140,130,AFIB
90,130,150,120,130,AFIB
120,110,110,110,110,AFIB
130,120,130,130,110,AFIB
130,120,90,90,140,AFIB
110,160,110,150,110,AFIB
150,110,110,140,140,AFIB
100,120,100,140,110,AFIB
120,110,90,150,130,AFIB
120,140,140,100,110,AFIB
80,110,130,170,100,AFIB
140,100,110,120,100,AFIB
170,90,120,120,120,AFIB
140,130,110,120,110,AFIB
110,120,110,90,100,AFIB
130,90,100,90,120,AFIB
150,150,110,110,180,AFIB
130,110,140,120,130,AFIB
120,80,160,100,90,AFIB
98,93,123,99,96,N
113,106,90,148,137,N
134,142,120,101,158,N
142,155,123,120,124,N
126,94,138,103,90,N
121,112,138,108,104,N
108,177,102,86,98,N
88,52,153,122,95,N
169,110,95,88,84,N
91,146,145,112,101,N
122,104,54,102,107,N
112,144,107,109,143,N
126,127,107,95,79,N
124,142,100,89,121,N
147,130,114,134,143,N
116,55,128,95,87,N
148,34,108,86,94,N
155,103,132,133,99,N
104,119,133,98,76,N
109,150,106,75,83,N
181,95,105,244,134,N
129,138,122,126,107,N
145,117,106,104,142,N
149,156,135,115,89,N
197,129,179,127,152,N
114,120,164,105,125,N
114,134,100,181,109,N
110,150,113,156,124,N
139,125,95,128,105,N
120,95,102,116,135,N
126,101,139,96,114,N
247,132,124,105,94,N
147,110,199,126,109,N
164,151,107,110,138,N
134,116,90,169,112,N
121,95,164,202,107,N
125,137,200,87,96,N
105,104,127,137,141,N
99,77,191,130,130,N
122,89,190,90,95,N
123,117,107,152,105,N
90,172,115,126,120,N
126,136,113,121,101,N
99,151,158,103,122,N
103,138,149,113,107,N
142,118,124,169,104,N
139,145,122,123,125,N
122,135,128,94,120,N
98,119,176,109,185,N
110,100,111,150,126,N
126,152,96,159,131,N
150,126,139,135,138,N
146,122,104,165,114,N
97,84,143,93,125,N
164,115,135,101,93,N
80,143,100,103,129,N
100,143,101,148,168,N
104,193,110,97,142,N
249,111,139,153,127,N
103,91,96,97,93,N
121,122,117,97,110,N
94,166,105,162,95,N
103,173,124,96,128,N
114,84,93,92,84,N
147,116,124,147,145,N
100,103,92,87,133,N
154,132,99,93,135,N
131,131,101,120,112,N
93,149,115,119,94,N
93,99,104,145,99,N
77,105,87,129,135,N
140,107,104,121,97,N
123,92,226,91,132,N
107,125,118,131,85,N
89,90,99,101,135,N
80,52,99,88,131,N
115,153,126,135,125,N
136,128,136,122,124,N
88,141,97,133,101,N
123,94,106,67,89,N
133,100,119,131,133,N
122,117,130,133,141,N
97,129,106,144,135,N
89,130,143,94,181,N
136,141,105,121,96,N
165,89,128,92,110,N
103,241,140,128,259,N
115,127,125,146,119,N
90,125,99,102,130,N
137,108,404,121,97,N
84,102,125,143,111,N
97,115,115,216,106,N
131,120,91,106,119,N
140,107,149,105,92,N
191,37,117,90,87,N
92,142,119,132,136,N
