@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,B-VT-VF-VFL-ASYS,BI,HGEA-N-NOD-PM-SBR-VER,SVTA}

@DATA
150,150,140,150,150,HGEA-N-NOD-PM-SBR-VER
150,160,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,150,HGEA-N-NOD-PM-SBR-VER
140,160,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,140,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,160,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
140,160,140,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,140,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,140,150,140,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,140,160,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,160,HGEA-N-NOD-PM-SBR-VER
150,150,160,150,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,150,160,HGEA-N-NOD-PM-SBR-VER
150,150,150,160,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,160,140,HGEA-N-NOD-PM-SBR-VER
140,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,140,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
140,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
140,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,160,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,160,150,150,160,HGEA-N-NOD-PM-SBR-VER
150,150,150,160,140,HGEA-N-NOD-PM-SBR-VER
160,160,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,160,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,160,140,HGEA-N-NOD-PM-SBR-VER
160,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,160,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,160,150,HGEA-N-NOD-PM-SBR-VER
140,150,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
140,150,150,150,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,140,HGEA-N-NOD-PM-SBR-VER
150,150,140,150,150,HGEA-N-NOD-PM-SBR-VER
150,140,150,140,150,HGEA-N-NOD-PM-SBR-VER
150,150,140,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,130,100,HGEA-N-NOD-PM-SBR-VER
60,140,150,140,150,HGEA-N-NOD-PM-SBR-VER
140,140,150,140,150,HGEA-N-NOD-PM-SBR-VER
130,250,40,140,150,HGEA-N-NOD-PM-SBR-VER
180,30,210,60,80,HGEA-N-NOD-PM-SBR-VER
150,120,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
160,170,90,140,120,HGEA-N-NOD-PM-SBR-VER
130,30,140,140,100,HGEA-N-NOD-PM-SBR-VER
40,110,30,140,140,HGEA-N-NOD-PM-SBR-VER
90,50,140,80,60,HGEA-N-NOD-PM-SBR-VER
80,60,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,150,90,40,HGEA-N-NOD-PM-SBR-VER
150,140,150,140,140,HGEA-N-NOD-PM-SBR-VER
140,130,160,130,150,HGEA-N-NOD-PM-SBR-VER
130,150,50,90,140,HGEA-N-NOD-PM-SBR-VER
130,100,40,90,30,HGEA-N-NOD-PM-SBR-VER
80,80,150,120,100,HGEA-N-NOD-PM-SBR-VER
80,120,100,60,120,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,150,HGEA-N-NOD-PM-SBR-VER
130,150,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,150,140,140,HGEA-N-NOD-PM-SBR-VER
150,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
150,140,140,140,150,HGEA-N-NOD-PM-SBR-VER
140,150,140,140,140,HGEA-N-NOD-PM-SBR-VER
150,140,140,140,150,HGEA-N-NOD-PM-SBR-VER
150,140,140,140,90,HGEA-N-NOD-PM-SBR-VER
170,180,150,130,140,HGEA-N-NOD-PM-SBR-VER
140,190,90,150,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,130,270,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,80,190,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,130,140,140,140,HGEA-N-NOD-PM-SBR-VER
130,150,130,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,130,150,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
90,200,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,80,HGEA-N-NOD-PM-SBR-VER
200,140,130,80,200,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,80,160,40,HGEA-N-NOD-PM-SBR-VER
140,270,140,170,80,HGEA-N-NOD-PM-SBR-VER
160,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,80,190,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,130,130,140,HGEA-N-NOD-PM-SBR-VER
140,130,140,140,80,HGEA-N-NOD-PM-SBR-VER
190,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
80,190,130,140,120,HGEA-N-NOD-PM-SBR-VER
290,140,130,140,80,HGEA-N-NOD-PM-SBR-VER
190,140,80,200,130,HGEA-N-NOD-PM-SBR-VER
80,80,110,140,140,HGEA-N-NOD-PM-SBR-VER
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,90,90,60,B-VT-VF-VFL-ASYS
190,80,180,90,190,HGEA-N-NOD-PM-SBR-VER
130,80,190,130,80,HGEA-N-NOD-PM-SBR-VER
80,60,50,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
220,120,120,120,130,HGEA-N-NOD-PM-SBR-VER
110,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,130,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,130,120,HGEA-N-NOD-PM-SBR-VER
120,130,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
120,130,120,130,120,HGEA-N-NOD-PM-SBR-VER
120,130,130,130,120,HGEA-N-NOD-PM-SBR-VER
130,120,120,130,120,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,120,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,120,130,130,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
100,140,130,120,130,HGEA-N-NOD-PM-SBR-VER
120,130,130,120,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,120,120,130,150,HGEA-N-NOD-PM-SBR-VER
90,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,120,100,150,120,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,150,110,130,120,HGEA-N-NOD-PM-SBR-VER
130,130,90,40,90,HGEA-N-NOD-PM-SBR-VER
60,120,130,150,110,HGEA-N-NOD-PM-SBR-VER
150,110,130,90,160,HGEA-N-NOD-PM-SBR-VER
110,160,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,60,HGEA-N-NOD-PM-SBR-VER
70,140,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,50,220,140,HGEA-N-NOD-PM-SBR-VER
40,90,150,50,60,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,90,40,HGEA-N-NOD-PM-SBR-VER
140,90,180,70,70,HGEA-N-NOD-PM-SBR-VER
140,130,130,160,110,HGEA-N-NOD-PM-SBR-VER
160,40,70,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,150,120,50,150,HGEA-N-NOD-PM-SBR-VER
120,90,140,70,60,HGEA-N-NOD-PM-SBR-VER
100,100,80,130,160,HGEA-N-NOD-PM-SBR-VER
110,140,130,140,180,HGEA-N-NOD-PM-SBR-VER
90,100,170,140,130,HGEA-N-NOD-PM-SBR-VER
90,320,140,90,70,HGEA-N-NOD-PM-SBR-VER
110,70,120,90,130,HGEA-N-NOD-PM-SBR-VER
130,140,40,50,180,HGEA-N-NOD-PM-SBR-VER
140,130,140,140,140,HGEA-N-NOD-PM-SBR-VER
80,50,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,40,HGEA-N-NOD-PM-SBR-VER
90,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
140,140,130,150,140,HGEA-N-NOD-PM-SBR-VER
50,120,60,60,60,B-VT-VF-VFL-ASYS
60,50,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,40,B-VT-VF-VFL-ASYS
140,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,120,110,80,B-VT-VF-VFL-ASYS
90,130,130,110,110,B-VT-VF-VFL-ASYS
170,60,60,60,60,B-VT-VF-VFL-ASYS
90,30,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
50,60,60,60,70,B-VT-VF-VFL-ASYS
90,50,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,130,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,40,80,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,80,40,60,B-VT-VF-VFL-ASYS
80,40,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
230,60,60,110,60,B-VT-VF-VFL-ASYS
50,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,120,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
470,70,50,40,130,B-VT-VF-VFL-ASYS
40,470,360,180,80,B-VT-VF-VFL-ASYS
50,60,50,60,50,B-VT-VF-VFL-ASYS
70,70,60,50,80,B-VT-VF-VFL-ASYS
40,60,70,50,60,B-VT-VF-VFL-ASYS
340,250,70,60,50,B-VT-VF-VFL-ASYS
60,50,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
50,60,60,60,60,B-VT-VF-VFL-ASYS
60,300,180,80,50,B-VT-VF-VFL-ASYS
60,50,60,60,60,B-VT-VF-VFL-ASYS
50,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,50,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,70,60,60,B-VT-VF-VFL-ASYS
60,170,60,130,90,B-VT-VF-VFL-ASYS
50,60,60,60,60,B-VT-VF-VFL-ASYS
280,40,160,40,140,B-VT-VF-VFL-ASYS
90,50,60,60,50,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
270,180,150,170,160,B-VT-VF-VFL-ASYS
60,50,60,60,60,HGEA-N-NOD-PM-SBR-VER
60,60,60,60,60,HGEA-N-NOD-PM-SBR-VER
60,60,70,60,60,B-VT-VF-VFL-ASYS
60,60,70,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,70,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,120,180,60,B-VT-VF-VFL-ASYS
70,60,300,180,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
50,80,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,70,50,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,70,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
70,50,60,70,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,120,B-VT-VF-VFL-ASYS
180,70,60,60,60,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,70,60,B-VT-VF-VFL-ASYS
60,60,70,60,60,B-VT-VF-VFL-ASYS
60,120,70,70,70,B-VT-VF-VFL-ASYS
70,60,60,60,60,B-VT-VF-VFL-ASYS
70,90,90,60,60,B-VT-VF-VFL-ASYS
60,60,60,50,70,B-VT-VF-VFL-ASYS
80,60,100,80,70,B-VT-VF-VFL-ASYS
30,100,40,60,170,B-VT-VF-VFL-ASYS
90,60,60,180,80,B-VT-VF-VFL-ASYS
30,60,120,60,60,B-VT-VF-VFL-ASYS
50,120,60,50,140,B-VT-VF-VFL-ASYS
60,50,50,110,50,B-VT-VF-VFL-ASYS
70,30,60,90,60,B-VT-VF-VFL-ASYS
20,80,40,50,120,B-VT-VF-VFL-ASYS
50,80,80,80,70,B-VT-VF-VFL-ASYS
60,60,80,70,80,B-VT-VF-VFL-ASYS
60,60,60,80,70,B-VT-VF-VFL-ASYS
60,60,80,70,60,B-VT-VF-VFL-ASYS
70,60,60,110,60,B-VT-VF-VFL-ASYS
60,60,60,60,90,B-VT-VF-VFL-ASYS
70,70,60,80,60,B-VT-VF-VFL-ASYS
70,80,60,60,60,B-VT-VF-VFL-ASYS
80,70,60,80,70,B-VT-VF-VFL-ASYS
60,80,60,80,60,B-VT-VF-VFL-ASYS
60,80,70,50,80,B-VT-VF-VFL-ASYS
70,60,80,60,60,B-VT-VF-VFL-ASYS
80,70,60,60,80,B-VT-VF-VFL-ASYS
70,70,60,80,70,B-VT-VF-VFL-ASYS
70,50,80,80,70,B-VT-VF-VFL-ASYS
60,60,80,80,60,B-VT-VF-VFL-ASYS
60,80,70,70,50,B-VT-VF-VFL-ASYS
70,80,70,70,60,B-VT-VF-VFL-ASYS
60,80,70,70,60,B-VT-VF-VFL-ASYS
60,60,80,80,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
80,80,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,80,B-VT-VF-VFL-ASYS
80,70,50,70,60,B-VT-VF-VFL-ASYS
60,60,80,80,70,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
70,60,60,70,60,B-VT-VF-VFL-ASYS
60,70,60,60,70,B-VT-VF-VFL-ASYS
60,70,60,70,60,B-VT-VF-VFL-ASYS
70,60,70,60,60,B-VT-VF-VFL-ASYS
70,60,70,60,60,B-VT-VF-VFL-ASYS
70,70,70,80,80,B-VT-VF-VFL-ASYS
80,80,70,80,80,B-VT-VF-VFL-ASYS
70,80,80,70,80,B-VT-VF-VFL-ASYS
80,80,80,70,80,B-VT-VF-VFL-ASYS
80,70,80,80,80,B-VT-VF-VFL-ASYS
70,80,80,70,80,B-VT-VF-VFL-ASYS
80,70,240,80,70,B-VT-VF-VFL-ASYS
80,80,70,80,70,B-VT-VF-VFL-ASYS
80,80,70,80,80,B-VT-VF-VFL-ASYS
80,70,80,70,80,B-VT-VF-VFL-ASYS
80,70,80,380,80,B-VT-VF-VFL-ASYS
80,80,80,70,80,B-VT-VF-VFL-ASYS
80,70,80,80,70,B-VT-VF-VFL-ASYS
80,80,70,80,80,B-VT-VF-VFL-ASYS
80,80,70,80,70,B-VT-VF-VFL-ASYS
80,80,80,70,70,B-VT-VF-VFL-ASYS
80,80,80,70,80,B-VT-VF-VFL-ASYS
80,80,70,80,80,B-VT-VF-VFL-ASYS
80,70,80,70,80,B-VT-VF-VFL-ASYS
80,80,80,80,80,B-VT-VF-VFL-ASYS
70,80,80,230,310,B-VT-VF-VFL-ASYS
80,70,80,80,80,B-VT-VF-VFL-ASYS
80,80,70,80,80,B-VT-VF-VFL-ASYS
80,70,80,80,80,B-VT-VF-VFL-ASYS
110,110,110,120,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,120,100,120,HGEA-N-NOD-PM-SBR-VER
110,100,110,110,110,HGEA-N-NOD-PM-SBR-VER
100,120,110,100,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,100,120,100,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,100,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,100,HGEA-N-NOD-PM-SBR-VER
110,110,110,100,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,100,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,100,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,100,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,100,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,120,HGEA-N-NOD-PM-SBR-VER
100,110,110,120,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,120,110,110,110,HGEA-N-NOD-PM-SBR-VER
110,100,120,120,110,HGEA-N-NOD-PM-SBR-VER
110,110,110,120,110,HGEA-N-NOD-PM-SBR-VER
120,110,110,110,110,HGEA-N-NOD-PM-SBR-VER
120,110,110,120,110,HGEA-N-NOD-PM-SBR-VER
110,110,120,110,110,HGEA-N-NOD-PM-SBR-VER
120,110,120,110,120,HGEA-N-NOD-PM-SBR-VER
110,120,110,120,110,HGEA-N-NOD-PM-SBR-VER
120,110,120,110,120,HGEA-N-NOD-PM-SBR-VER
110,120,110,120,110,HGEA-N-NOD-PM-SBR-VER
120,110,120,110,120,HGEA-N-NOD-PM-SBR-VER
100,130,120,110,120,HGEA-N-NOD-PM-SBR-VER
120,110,120,120,120,HGEA-N-NOD-PM-SBR-VER
110,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
110,120,120,110,120,HGEA-N-NOD-PM-SBR-VER
120,120,100,130,120,HGEA-N-NOD-PM-SBR-VER
120,110,120,120,130,HGEA-N-NOD-PM-SBR-VER
120,110,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,120,130,110,HGEA-N-NOD-PM-SBR-VER
130,120,110,130,120,HGEA-N-NOD-PM-SBR-VER
120,120,130,120,120,HGEA-N-NOD-PM-SBR-VER
120,130,120,120,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,130,120,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,120,HGEA-N-NOD-PM-SBR-VER
130,120,120,130,130,HGEA-N-NOD-PM-SBR-VER
120,130,120,120,130,HGEA-N-NOD-PM-SBR-VER
120,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
120,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
120,130,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,120,120,130,130,HGEA-N-NOD-PM-SBR-VER
120,130,130,130,120,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,120,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,120,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,120,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,120,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
120,130,130,140,120,HGEA-N-NOD-PM-SBR-VER
140,120,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,120,HGEA-N-NOD-PM-SBR-VER
130,130,120,140,120,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,140,260,HGEA-N-NOD-PM-SBR-VER
150,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
140,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,140,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,140,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,130,140,140,130,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,140,HGEA-N-NOD-PM-SBR-VER
130,140,140,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,140,HGEA-N-NOD-PM-SBR-VER
140,140,140,130,130,HGEA-N-NOD-PM-SBR-VER
140,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
140,130,140,130,120,HGEA-N-NOD-PM-SBR-VER
